CENTREVILLE,June 2016,44.403,-76.908,ON,18,2,-0.2,31,2,5,2,0,2,NA,76.8,2,NA,0,9,,,NA,34.8,35.8,6151309
COBOURG (AUT),June 2016,43.95,-78.167,ON,16.7,1,NA,26.6,0,6.6,1,,,NA,43.3,1,NA,,7,,,NA,53.3,15.6,6151684
COBOURG STP,June 2016,43.967,-78.183,ON,17.7,15,0.8,27,15,6,15,0,15,NA,17.2,15,NA,,3,,,NA,22.2,17.5,6151689
GEORGETOWN WWTP,June 2016,43.64,-79.879,ON,17.4,11,0,33.5,11,4.5,11,0,11,NA,16.8,11,NA,0,3,,,NA,32.3,20.1,6152695
HAMILTON A,June 2016,43.174,-79.935,ON,18.5,0,NA,31.6,0,4,0,0,0,NA,37.6,0,NA,,6,,,NA,36.3,50.2,6153193
HAMILTON RBG CS,June 2016,43.292,-79.908,ON,19,1,NA,33.3,0,6.2,1,,,NA,31.6,1,NA,,7,,,NA,29.8,59.5,6153301
OAKVILLE TWN,June 2016,43.513,-79.69,ON,20.1,0,NA,34,0,7,0,0,0,NA,50.8,0,NA,0,8,,,NA,21.5,84,6155750
OSHAWA,June 2016,43.923,-78.883,ON,18.1,3,NA,32.2,3,4.1,3,,,NA,32.6,3,NA,,4,,,NA,37.4,39.3,6155875
OSHAWA WPCP,June 2016,43.867,-78.833,ON,18.5,2,0.9,31.5,2,7,2,0,2,NA,31.2,2,NA,,6,,,NA,28.7,42.4,6155878
POINT PETRE (AUT),June 2016,43.833,-77.15,ON,16.3,0,NA,28,0,5.9,0,,,NA,42.6,0,NA,,7,,,NA,68.7,17.1,6156559
MONO CENTRE,June 2016,44.032,-80.024,ON,17,0,NA,30.7,0,4.5,0,,,NA,30.6,0,NA,,6,,,NA,61.1,31.4,6157000
STIRLING,June 2016,44.293,-77.555,ON,,,NA,,,,,0,3,NA,52.6,3,NA,0,9,,,NA,,,6158052
TORONTO CITY,June 2016,43.667,-79.4,ON,20,1,NA,33.2,0,8,1,,,NA,35.7,1,NA,,5,,,NA,21,79.8,6158355
TORONTO CITY CENTRE,June 2016,43.628,-79.396,ON,18.5,0,NA,32.3,0,8.2,0,,,NA,43.7,0,NA,,5,,,NA,28.2,44.6,6158359
TORONTO BUTTONVILLE A,June 2016,43.861,-79.369,ON,19,0,NA,33.5,0,6.9,0,0,0,NA,45.3,1,NA,,4,,,NA,31.5,61.8,6158410
TORONTO INTL A,June 2016,43.677,-79.631,ON,20,0,NA,34.6,0,7.4,0,0,0,NA,26.4,0,NA,,5,,,NA,24.2,83.7,6158731
TRENTON A,June 2016,44.117,-77.533,ON,18.4,0,0.4,31.3,0,6.1,0,0,0,NA,48.6,0,62,,8,,,NA,31.3,42.1,6158875
UXBRIDGE WEST,June 2016,44.098,-79.164,ON,16.9,0,NA,32,0,3.2,0,,,NA,38.6,0,NA,,5,,,NA,65.9,32.1,6159123
MOUNTAINVIEW,June 2016,44.052,-77.302,ON,18.9,0,0.4,32,0,6.5,0,0,0,NA,44.2,0,58,0,9,,,NA,25.1,52,615EMR7
TORONTO NORTH YORK,June 2016,43.78,-79.468,ON,19.3,0,NA,34.5,0,5,0,0,0,NA,40.2,0,NA,0,5,,,NA,28.4,68.5,615S001
COE HILL,June 2016,44.923,-77.885,ON,17,3,NA,30.5,3,2,3,0,3,NA,85,3,NA,0,8,,,NA,48.7,22.1,6161740
HALIBURTON 3,June 2016,45.032,-78.531,ON,16.6,1,0.1,31.5,1,-0.5,1,0,1,NA,60.4,1,NA,0,6,,,NA,63,21.8,6163171
PETERBOROUGH,June 2016,44.23,-78.363,ON,16.7,4,NA,31.5,4,1.7,4,,,NA,31.5,4,NA,,5,,,NA,55.3,21.3,6166415
PETERBOROUGH TRENT U,June 2016,44.35,-78.3,ON,17.5,2,NA,32.8,2,2.2,1,,,NA,56.2,2,NA,,8,,,NA,48.2,32.8,6166456
SONYA SUNDANCE MEADOWS,June 2016,44.217,-78.95,ON,,,NA,,,,,0,0,NA,47.8,0,NA,0,7,,,NA,,,6168100
TAPLEY,June 2016,44.171,-78.501,ON,,,NA,,,,,0,0,NA,50,0,NA,0,8,,,NA,,,6168525
BANCROFT AUTO,June 2016,45.071,-77.879,ON,15.7,0,NA,31.4,0,-0.5,0,,,NA,35.1,0,NA,,6,,,NA,85.2,15.9,616I001
ATTAWAPISKAT A,July 2016,52.928,-82.432,ON,14.5,10,NA,29.5,10,1.6,9,,,NA,47.8,10,NA,,6,,,NA,82.7,10,6010400
BIG TROUT LAKE A,July 2016,53.818,-89.897,ON,16.8,10,NA,29.1,10,5.3,10,,,NA,87.8,10,NA,,9,,,NA,41.5,16.1,6010735
BIG TROUT LAKE,July 2016,53.816,-89.892,ON,16.8,0,NA,29.3,0,4.1,0,,,NA,97.3,0,NA,,13,,,NA,65.4,27.9,6010740
EAR FALLS (AUT),July 2016,50.631,-93.221,ON,18.8,0,NA,33.1,0,6.8,0,,,NA,74.5,0,NA,,11,,,NA,20.7,45,6012199
FORT SEVERN A,July 2016,56.019,-87.676,ON,10.8,8,NA,28.9,8,1.3,8,,,NA,118.4,8,NA,,9,,,NA,170.1,5.4,6012501
LANSDOWNE HOUSE (AUT),July 2016,52.196,-87.936,ON,17.6,1,NA,32.9,1,5.8,0,,,NA,44.5,1,NA,,11,,,NA,42.7,29.2,6014353
MUSKRAT DAM,July 2016,53.441,-91.763,ON,17.8,14,NA,33.2,14,4.7,11,,,NA,46.3,14,NA,,5,,,NA,23.5,19.6,6015026
PEAWANUCK (AUT),July 2016,54.983,-85.433,ON,13.5,1,NA,31.3,1,0.9,0,,,NA,78,1,NA,,9,,,NA,156.6,21.4,6016295
PICKLE LAKE (AUT),July 2016,51.449,-90.218,ON,18.6,0,NA,33.6,0,7.8,0,,,NA,62.1,0,NA,,9,,,NA,28.7,46.2,6016525
PICKLE LAKE A,July 2016,51.446,-90.214,ON,,,NA,33.6,0,,,,,NA,,,NA,,,,,NA,,,6016529
RED LAKE A,July 2016,51.067,-93.793,ON,,,NA,32.8,0,,,,,NA,,,NA,,,,,NA,,,6016970
SANDY LAKE A,July 2016,53.064,-93.344,ON,18.7,8,NA,33.6,8,5.3,8,,,NA,50,8,NA,,9,,,NA,25.4,40.6,6017401
BARWICK,July 2016,48.633,-93.967,ON,19.6,0,0.6,33.5,0,5,0,0,0,NA,52.8,0,51,0,7,,,NA,12.7,63.2,6020559
ATIKOKAN (AUT),July 2016,48.761,-91.628,ON,18.8,0,NA,32.4,0,4.8,0,,,NA,49.2,1,NA,,7,,,NA,21.7,47.9,6020LPQ
FORT FRANCES RCS,July 2016,48.651,-93.439,ON,18.9,0,NA,32.2,0,4.6,0,,,NA,69.7,1,NA,,7,,,NA,19.6,48.5,6022474
MINE CENTRE SOUTHWEST,July 2016,48.76,-92.623,ON,19,4,NA,36,2,5,2,0,2,NA,57.4,2,NA,0,10,,,NA,18.2,44,6025205
DRYDEN REGIONAL,July 2016,49.828,-92.744,ON,19.5,0,NA,33.1,0,7,0,,,NA,117.2,0,NA,,9,,,NA,11.9,59.2,6032125
KENORA RCS,July 2016,49.791,-94.378,ON,19.5,2,NA,31.3,2,9.7,1,,,NA,130.5,2,NA,,11,,,NA,7.4,49.9,6034073
KENORA A,July 2016,49.788,-94.363,ON,19.6,1,NA,31.3,0,10.9,1,0,0,NA,135.2,0,NA,,11,,,NA,5.7,54.5,6034076
RAWSON LAKE (AUT),July 2016,49.664,-93.733,ON,18.9,1,NA,31.8,1,8,0,,,NA,146.7,2,NA,,11,,,NA,14.4,40.6,6036907
ROYAL ISLAND (AUT),July 2016,49.469,-94.763,ON,21.2,3,NA,32,2,12.2,1,,,NA,,,NA,,,,,NA,0.5,90.4,6037201
SIOUX LOOKOUT A,July 2016,50.114,-91.908,ON,17.8,1,NA,33.1,1,3,0,0,1,NA,119.1,1,NA,,9,,,NA,43.5,36.4,6037776
ARMSTRONG (AUT),July 2016,50.294,-88.905,ON,17.2,2,NA,33.7,2,3,0,,,NA,81.9,2,NA,,6,,,NA,55,33.1,6040325
CAMERON FALLS (AUT),July 2016,49.154,-88.345,ON,18,1,NA,32.5,1,5.7,0,,,NA,24.2,25,NA,,4,,,NA,33.5,33.3,6041110
CARIBOU ISLAND (AUT),July 2016,47.333,-85.833,ON,15.8,3,NA,24.6,2,8.2,1,,,NA,,,NA,,,,,NA,67.7,5,6041222
GERALDTON A,July 2016,49.779,-86.939,ON,17.7,0,NA,31.1,0,5.7,0,0,0,NA,64.7,0,NA,,12,,,NA,42.3,34,6042717
HAZELWOOD,July 2016,48.467,-89.267,ON,,,NA,,,,,0,0,NA,84.2,0,NA,0,11,,,NA,,,6043390
PUKASKWA (AUT),July 2016,48.608,-86.287,ON,16,0,NA,28.5,0,6,0,,,NA,21.3,12,NA,,2,,,NA,67.1,5.3,6046768
THUNDER BAY,July 2016,48.372,-89.322,ON,18.9,6,NA,32.5,6,5.4,6,,,NA,73.9,6,NA,,6,,,NA,21.3,44,6048260
THUNDER BAY BURWOOD,July 2016,48.414,-89.278,ON,18.4,12,NA,33,12,4,12,0,12,NA,49.8,12,NA,0,6,,,NA,15.6,23.9,6048266
THUNDER BAY CS,July 2016,48.369,-89.327,ON,18.6,0,NA,32.2,0,5.1,0,,,NA,70.7,0,NA,,5,,,NA,27.9,45.9,6048268
UPSALA (AUT),July 2016,49.033,-90.467,ON,17.5,4,NA,29.4,4,4.1,2,,,NA,59.4,4,NA,,6,,,NA,37.3,25.1,6049095
WELCOME ISLAND (AUT),July 2016,48.369,-89.119,ON,18.4,2,NA,30.1,2,9.8,0,,,NA,,,NA,,,,,NA,26.9,37.2,6049443
LITTLE FLATLAND ISLAND (AUT),July 2016,49.69,-88.306,ON,18.7,3,NA,28.3,2,8.7,1,,,NA,37,3,NA,,7,,,NA,14.9,34.3,6049470
LAKE SUPERIOR PROVINCIAL PARK,July 2016,47.723,-84.814,ON,16.7,0,NA,28.2,0,3.8,0,,,NA,69.6,0,NA,,8,,,NA,53.6,14.7,6054425
SAULT STE MARIE A,July 2016,46.485,-84.51,ON,18.5,0,NA,30.7,0,4.1,0,0,0,NA,115.9,0,NA,,7,,,NA,27.2,44.2,6057591
WAWA A,July 2016,47.967,-84.786,ON,,,NA,30,0,,,,,NA,,,NA,,,,,NA,,,6059407
KILLARNEY (AUT),July 2016,45.967,-81.483,ON,20,0,NA,28.4,0,11.5,0,,,NA,,,NA,,,,,NA,8.5,71.2,605DJ25
CHAPLEAU A,July 2016,47.82,-83.347,ON,,,NA,30.1,0,,,,,NA,,,NA,,,,,NA,,,6061362
MASSEY,July 2016,46.193,-82.025,ON,20.1,0,1.4,31,0,5.5,0,0,0,NA,37.8,0,50,0,8,,,NA,15.7,81.3,6065006
MONETVILLE 2,July 2016,46.215,-80.303,ON,19.5,2,NA,31.5,2,7,2,0,2,NA,93.2,2,NA,0,8,,,NA,19.7,63,6065252
SUDBURY CLIMATE,July 2016,46.632,-80.796,ON,18.1,14,NA,30.9,14,-1.8,13,,,NA,89,0,NA,,7,,,NA,29.7,32,6068145
SUDBURY A,July 2016,46.626,-80.798,ON,19.6,0,NA,32.6,0,6,0,0,0,NA,81.8,0,NA,,9,,,NA,22.4,72.7,6068153
BONNER LAKE,July 2016,49.383,-82.124,ON,18,0,NA,31,0,3.5,0,0,0,NA,85.6,0,NA,0,13,,,NA,40.3,40.3,6070QK6
EARLTON A,July 2016,47.695,-79.849,ON,18.5,0,NA,31.6,0,5.5,0,,,NA,,,NA,,,,,NA,31.1,48,6072223
EARLTON CLIMATE,July 2016,47.695,-79.849,ON,18.7,1,NA,31.6,1,5.8,0,,,NA,109.6,1,NA,,9,,,NA,28.3,49.3,6072230
KAPUSKASING A,July 2016,49.412,-82.468,ON,17.8,0,NA,31.5,0,4.4,0,0,0,NA,80.6,0,NA,,12,,,NA,46.1,39.4,6073976
KAPUSKASING CDA ON,July 2016,49.406,-82.444,ON,17.4,0,NA,30.2,0,4.3,0,,,NA,75.8,0,NA,,12,,,NA,49.6,32.5,6073980
KIRKLAND LAKE CS,July 2016,48.15,-80,ON,18.5,1,NA,30.4,1,6.5,0,,,NA,91.8,1,NA,,11,,,NA,30.2,46.2,6074211
MOOSONEE,July 2016,51.291,-80.608,ON,15.6,11,NA,30.1,11,3.9,11,,,NA,39.2,11,NA,,6,,,NA,62.1,14.8,6075420
MOOSONEE UA,July 2016,51.267,-80.65,ON,16.3,0,0.6,32,0,4,0,0,0,NA,126.2,0,130,0,10,,,NA,85.6,33.5,6075425
MOOSONEE RCS,July 2016,51.292,-80.618,ON,16.3,0,NA,32,0,4.4,0,,,NA,121.1,0,NA,,13,,,NA,87,35,6075435
NAGAGAMI (AUT),July 2016,49.747,-84.164,ON,17.4,1,NA,31.5,1,4.2,0,,,NA,21.6,1,NA,,7,,,NA,50,31,6075543
OGOKI POST A,July 2016,51.659,-85.901,ON,19,26,NA,30.1,26,10.3,26,,,NA,0,26,NA,,0,,,NA,4.2,9,6075786
TIMMINS CLIMATE,July 2016,48.557,-81.39,ON,17.8,1,NA,30.3,1,5.6,0,,,NA,119.1,1,NA,,12,,,NA,41,34.2,6078282
TIMMINS A,July 2016,48.571,-81.377,ON,17.6,0,NA,30.6,0,5.2,0,,,NA,,,NA,,,,,NA,45.6,34.3,6078286
ALGONQUIN PARK EAST GATE,July 2016,45.533,-78.267,ON,18.5,0,NA,30.4,0,6.7,0,,,NA,97.1,0,NA,,8,,,NA,26.2,41.9,6080192
NORTH BAY A,July 2016,46.364,-79.424,ON,19.1,2,NA,30.1,2,7.4,1,,,NA,77.6,2,NA,,9,,,NA,24.1,55.4,6085680
GORE BAY CLIMATE,July 2016,45.883,-82.567,ON,20.7,0,NA,30.1,0,10.1,0,,,NA,61,0,NA,,7,,,NA,7.5,91.5,6092920
GREAT DUCK ISLAND (AUT),July 2016,45.633,-82.95,ON,19.8,2,NA,26.9,2,12,0,,,NA,,,NA,,,,,NA,6.3,58.1,6093005
SANDFIELD,July 2016,45.69,-81.982,ON,20,0,NA,30.5,0,8,0,0,0,NA,35.6,0,NA,0,7,,,NA,14.5,77.3,6097426
APPLETON,July 2016,45.186,-76.113,ON,21.1,5,NA,33.5,5,9,5,0,3,NA,86.4,3,NA,0,9,,,NA,2.9,82.9,6100285
BROCKVILLE CLIMATE,July 2016,44.635,-75.748,ON,20.9,0,NA,33.2,0,8.3,0,,,NA,100.7,0,NA,,4,,,NA,4.9,95.6,6100970
BROCKVILLE PCC,July 2016,44.6,-75.667,ON,21.4,2,0.3,34,2,11.5,2,0,2,NA,57.6,2,NA,0,6,,,NA,2.4,101.9,6100971
CHALK RIVER AECL,July 2016,46.05,-77.367,ON,22.3,12,2.1,33,12,10,12,0,12,NA,62.8,12,NA,,5,,,NA,1,83.1,6101335
CORNWALL,July 2016,45.016,-74.749,ON,22.4,0,0.6,33,0,12.5,0,0,0,NA,51.2,0,52,0,8,,,NA,1,136,6101874
DRUMMOND CENTRE,July 2016,45.032,-76.253,ON,21.3,0,1.1,34,0,9,0,0,0,NA,60,0,72,0,8,,,NA,2.4,105.2,6102J13
HARTINGTON IHD,July 2016,44.428,-76.69,ON,22.4,0,1.6,33.5,0,10.5,0,0,0,NA,13.8,0,20,0,5,,,NA,0.9,135.9,6103367
KEMPTVILLE CS,July 2016,45,-75.633,ON,21.1,1,NA,33.9,1,9.9,0,,,NA,63.5,1,NA,,7,,,NA,3.4,96.3,6104027
KINGSTON CLIMATE,July 2016,44.223,-76.599,ON,21.8,0,NA,33.2,0,10.2,0,,,NA,20.2,0,NA,,4,,,NA,1.4,119.4,6104142
LYNDHURST SHAWMERE,July 2016,44.517,-76.083,ON,22.2,6,1.2,33.5,5,11.5,5,0,4,NA,38.6,4,NA,,3,,,NA,0,105.6,6104725
MOOSE CREEK WELLS,July 2016,45.251,-74.963,ON,20.3,0,NA,32.4,0,7.9,0,,,NA,,,NA,,,,,NA,6.5,77.8,6105397
OMPAH-SEITZ,July 2016,45.054,-76.784,ON,21.1,0,NA,32.5,0,9.5,0,0,0,NA,86.4,0,NA,0,8,,,NA,4.9,100.5,6105762
OTTAWA CDA,July 2016,45.383,-75.717,ON,21.7,3,0.6,32.5,3,11,3,0,3,NA,100.8,3,NA,,9,,,NA,1.1,105.7,6105976
OTTAWA CDA RCS,July 2016,45.383,-75.717,ON,21.3,1,NA,32.4,1,11.5,0,,,NA,96,1,NA,,8,,,NA,2.6,102.4,6105978
OTTAWA INTL A,July 2016,45.317,-75.667,ON,21.5,0,NA,34,0,10.7,0,0,0,NA,57.2,0,NA,,6,,,NA,3.4,112.6,6106001
PEMBROKE CLIMATE,July 2016,45.86,-77.252,ON,19.9,0,NA,32.8,0,7,0,,,NA,44.4,0,NA,,6,,,NA,8.5,68.7,6106367
PETAWAWA AWOS 2,July 2016,45.95,-77.317,ON,20.5,5,NA,33.2,2,7.5,3,,,NA,61.5,5,NA,,7,,,NA,3.8,69.6,6106396
ST. ALBERT,July 2016,45.287,-75.064,ON,21.7,2,1.3,33.5,2,8,2,0,2,NA,94.4,2,NA,0,11,,,NA,2.5,109.2,6107276
PETAWAWA HOFFMAN,July 2016,45.883,-77.25,ON,21.6,0,NA,34.5,0,9.5,0,0,0,NA,53.2,0,NA,0,6,,,NA,1.6,112.6,610FC98
BALDWIN,July 2016,44.267,-79.319,ON,21,0,NA,33.5,0,7.5,0,0,0,NA,98.4,0,NA,0,7,,,NA,9.7,102.5,6110480
BARRIE LANDFILL,July 2016,44.385,-79.736,ON,23.2,15,NA,33.5,9,11,9,0,8,NA,34.8,8,NA,,6,,,NA,0,83.8,6110556
BEATRICE CLIMATE,July 2016,45.14,-79.403,ON,18.6,0,NA,30,0,5,0,,,NA,72.6,0,NA,,7,,,NA,29.5,48.8,6110607
COLDWATER WARMINSTER,July 2016,44.631,-79.539,ON,21.9,0,NA,32,0,10,0,0,0,NA,38.6,0,NA,0,5,,,NA,2.1,122.4,6111769
COLLINGWOOD,July 2016,44.5,-80.217,ON,21.8,1,NA,33.8,1,11.1,0,,,NA,21,1,NA,,4,,,NA,2.9,117.6,6111792
LAGOON CITY,July 2016,44.547,-79.217,ON,21.3,0,NA,30.4,0,10.9,0,,,NA,,,NA,,,,,NA,2.5,104.9,6114295
MARKDALE,July 2016,44.269,-80.712,ON,20.6,15,NA,31.5,15,7,15,,,NA,29.8,27,NA,,3,,,NA,8.4,49.5,6114979
MIDLAND WATER POLLUTION CONTROL PLANT,July 2016,44.758,-79.875,ON,22.8,16,2,33,16,13,16,0,16,NA,4.6,16,NA,,3,,,NA,0,72.4,6115127
MUSKOKA,July 2016,44.975,-79.303,ON,19.9,4,NA,31,4,6.3,4,,,NA,72.3,4,NA,,6,,,NA,13.3,64.8,6115529
NIPISSING,July 2016,46.1,-79.521,ON,,,NA,,,,,0,2,NA,83.2,2,NA,0,8,,,NA,,,6115669
ORILLIA BRAIN,July 2016,44.603,-79.439,ON,22.1,0,NA,34,0,11,0,0,0,NA,29.8,0,NA,0,5,,,NA,1.9,130.3,6115811
PARRY SOUND CCG,July 2016,45.344,-80.044,ON,20.9,0,NA,31.2,0,11,0,,,NA,64.8,0,NA,,6,,,NA,7.8,97.6,6116257
RAVENSCLIFFE,July 2016,45.354,-79.27,ON,20.4,0,NA,32,0,7,0,0,0,NA,88.4,0,NA,0,11,,,NA,9.5,83.7,6116901
SHANTY BAY,July 2016,44.399,-79.633,ON,21.9,0,1.7,33.5,0,8.5,0,0,0,NA,53.8,0,74,0,7,,,NA,4.1,123.7,6117684
BARRIE-ORO,July 2016,44.483,-79.55,ON,20,1,NA,31.8,1,7.1,0,,,NA,43,1,NA,,3,,,NA,14.6,75.5,6117700
SPRUCEDALE,July 2016,45.425,-79.488,ON,,,NA,,,,,0,0,NA,74.6,0,NA,0,7,,,NA,,,6117981
THORNBURY 3,July 2016,44.551,-80.468,ON,,,NA,,,,,0,0,NA,67.2,0,NA,0,8,,,NA,,,6118240
UDORA,July 2016,44.263,-79.161,ON,21.1,0,1.3,34,0,9,0,0,0,NA,97.4,0,113,0,7,,,NA,7.6,103.7,6119055
WIARTON A,July 2016,44.744,-81.109,ON,20.2,2,NA,31.1,2,7.9,0,0,1,NA,73.4,0,NA,,9,,,NA,13.1,76.1,6119499
WESTERN ISLAND (AUT),July 2016,45.033,-80.367,ON,20.6,2,NA,28.9,2,13.5,0,,,NA,,,NA,,,,,NA,4,78.2,6119M51
BORDEN AWOS,July 2016,44.272,-79.912,ON,20.7,5,NA,34.2,5,5.2,2,,,NA,5,6,NA,,3,,,NA,14.3,85.6,611B002
EGBERT CS,July 2016,44.233,-79.783,ON,20.7,2,NA,32.8,2,8.1,1,,,NA,77.7,2,NA,,5,,,NA,11.4,90.2,6.11E+03
COVE ISLAND (AUT),July 2016,45.333,-81.733,ON,19.9,2,NA,28.1,1,13.1,1,,,NA,,,NA,,,,,NA,9.8,64.1,61219J2
GODERICH,July 2016,43.767,-81.717,ON,20.6,0,NA,30.4,0,8.3,0,,,NA,67.3,0,NA,,7,,,NA,12.9,92.2,6122847
KINCARDINE,July 2016,44.173,-81.623,ON,23.2,17,NA,32,17,10,17,0,17,NA,7.6,17,NA,,2,,,NA,0.2,72.3,6124127
SARNIA,July 2016,42.999,-82.309,ON,22.4,3,NA,33.6,3,11.1,2,,,NA,67.8,3,NA,,8,,,NA,1.6,123.4,6127510
SARNIA CLIMATE,July 2016,43,-82.3,ON,22.3,0,NA,33.8,0,11.1,0,,,NA,77.8,0,NA,,8,,,NA,1.7,136.5,6127519
TOBERMORY RCS,July 2016,45.233,-81.633,ON,19.6,0,NA,28.6,0,8.3,0,,,NA,41.1,0,NA,,5,,,NA,17.1,67.9,6128330
WROXETER,July 2016,43.863,-81.152,ON,,,NA,,,,,0,0,NA,48,0,NA,0,7,,,NA,,,6129660
AMHERSTBURG,July 2016,42.103,-83.094,ON,25.2,8,1.9,35,8,11,8,0,8,NA,102,8,NA,0,8,,,NA,0,164.6,6130257
DELHI CS,July 2016,42.867,-80.55,ON,21.9,0,NA,33.1,0,8.1,0,,,NA,53.3,0,NA,,6,,,NA,1.8,122.1,6131983
FORT ERIE,July 2016,42.883,-78.967,ON,22,11,0.9,31,11,10,11,0,13,NA,5.6,13,NA,0,3,,,NA,1.5,82.4,6132470
GRIMSBY MOUNTAIN,July 2016,43.184,-79.558,ON,23.8,0,NA,36,0,11,0,0,0,NA,37.8,0,NA,0,7,,,NA,0,181,6133055
HARROW CDA AUTO,July 2016,42.033,-82.9,ON,23.4,0,NA,33.1,0,10.6,0,,,NA,123.5,0,NA,,9,,,NA,1,169.1,6133362
KINGSVILLE MOE,July 2016,42.043,-82.674,ON,23.6,10,1,32,10,13,10,0,10,NA,83.2,10,NA,0,8,,,NA,0.5,117.1,6134190
LONG POINT (AUT),July 2016,42.567,-80.05,ON,22.1,2,NA,30.2,2,14.3,0,,,NA,,,NA,,,,,NA,1.2,120,6134F10
NEW GLASGOW,July 2016,42.514,-81.636,ON,21.8,1,0.6,32,1,9,1,0,1,NA,119.6,1,NA,0,8,,,NA,3.5,118.3,6135583
PORT COLBORNE,July 2016,42.883,-79.25,ON,23,9,1.2,31,9,11,9,0,9,NA,48.2,9,NA,,6,,,NA,1,111.4,6136606
PORT WELLER (AUT),July 2016,43.25,-79.217,ON,23.4,0,NA,32.8,0,15.4,0,,,NA,37,0,NA,,3,,,NA,0,166.6,6136699
RIDGETOWN RCS,July 2016,42.45,-81.883,ON,21.8,1,NA,32.7,1,8.9,0,,,NA,79.2,1,NA,,7,,,NA,3,116.3,6137154
ST THOMAS WPCP,July 2016,42.768,-81.205,ON,22,6,0.9,33,3,8.5,3,0,8,NA,42,6,NA,,5,,,NA,2,102.9,6137362
TILLSONBURG WWTP,July 2016,42.855,-80.722,ON,,,NA,,,,,0,0,NA,100.4,0,NA,0,8,,,NA,,,6138270
VINELAND STATION RCS,July 2016,43.183,-79.4,ON,23.5,0,NA,34.1,0,11.6,0,,,NA,48.1,0,NA,,2,,,NA,0,169.8,6139148
WELLAND-PELHAM,July 2016,42.967,-79.333,ON,22.5,0,NA,33.5,0,10.1,0,,,NA,36,0,NA,,3,,,NA,0,140.7,6139449
WINDSOR RIVERSIDE,July 2016,42.333,-82.933,ON,24.9,0,NA,36,0,13,0,0,0,NA,60.6,0,NA,0,9,,,NA,0,213.1,6139520
WINDSOR A,July 2016,42.276,-82.955,ON,23.8,0,NA,34.4,0,11.9,0,0,0,NA,91.5,1,NA,,13,,,NA,0,178.3,6139527
PORT COLBORNE (AUT),July 2016,42.867,-79.25,ON,22,0,NA,28.9,0,12.4,0,,,NA,,,NA,,,,,NA,2.1,127.2,613F606
POINT PELEE CS,July 2016,41.949,-82.519,ON,23.1,0,NA,31.9,0,9.9,0,,,NA,,,NA,,,,,NA,1.3,159.6,613P001
BRANTFORD AIRPORT,July 2016,43.138,-80.331,ON,22.1,1,NA,34.2,1,9,0,,,NA,45.6,1,NA,,5,,,NA,0.7,124.2,6140942
DORCHESTER,July 2016,43.002,-81.033,ON,,,NA,,,,,0,0,NA,85.8,0,NA,0,9,,,NA,,,6142066
ELORA RCS,July 2016,43.65,-80.417,ON,20.1,0,NA,31.7,0,6.7,0,,,NA,102.4,1,NA,,20,,,NA,14.5,79,6142286
FERGUS SHAND DAM,July 2016,43.735,-80.33,ON,21.7,0,1.7,33,0,8.5,0,0,0,NA,49.2,0,55,0,7,,,NA,3.7,117.6,6142400
FERGUS MOE,July 2016,43.702,-80.379,ON,21.2,0,NA,32.5,0,8,0,0,0,NA,43.8,0,NA,0,7,,,NA,6.6,104.4,6142402
GUELPH TURFGRASS,July 2016,43.55,-80.217,ON,20.6,0,NA,33.3,0,7.1,0,,,NA,,,NA,,,,,NA,9.5,89.3,6143089
KITCHENER/WATERLOO,July 2016,43.461,-80.379,ON,21.2,1,NA,34.5,1,7.5,0,,,NA,77.8,1,NA,,7,,,NA,4.8,101.2,6144239
LONDON A,July 2016,43.033,-81.151,ON,21.4,0,NA,32.4,0,8.6,0,,,NA,,,NA,,,,,NA,4.4,109.1,6144473
LONDON CS,July 2016,43.033,-81.15,ON,21.8,1,NA,32.7,1,9.4,0,,,NA,91.1,1,NA,,9,,,NA,1.8,114.4,6144478
MOUNT FOREST (AUT),July 2016,43.983,-80.75,ON,20.1,0,NA,31.3,0,7.5,0,,,NA,60.4,0,NA,,6,,,NA,17.3,83,6145504
ROSEVILLE,July 2016,43.354,-80.474,ON,21.5,0,1,33,0,9,0,0,0,NA,72.8,0,74,0,7,,,NA,3.7,112.1,6147188
STRATFORD WWTP,July 2016,43.369,-81.005,ON,20.6,17,0.5,32,17,7.5,17,,,NA,,,NA,,,,,NA,3.2,40.1,6148105
STRATHROY-MULLIFARRY,July 2016,42.981,-81.643,ON,21.9,0,NA,33,0,8,0,0,0,NA,97.4,0,NA,0,7,,,NA,1.5,121.6,6148122
WOODSTOCK,July 2016,43.136,-80.771,ON,23,14,2.2,33,14,9,14,0,14,NA,44.4,14,NA,,4,,,NA,0,85,6149625
BELLEVILLE,July 2016,44.151,-77.395,ON,23.3,1,1.5,36,1,11.5,1,0,1,NA,20.2,1,NA,0,3,,,NA,0,159.5,6150689
BLACKSTOCK,July 2016,44.1,-78.833,ON,21.5,0,NA,32.5,0,8.5,0,0,0,NA,59.8,0,NA,0,6,,,NA,4.4,111.6,6150790
BURLINGTON PIERS (AUT),July 2016,43.3,-79.8,ON,22.9,0,NA,32.8,0,13.8,0,,,NA,,,NA,,,,,NA,0.1,152.6,6151061
CENTREVILLE,July 2016,44.403,-76.908,ON,22.4,0,1.6,35,0,9.5,0,0,0,NA,23.2,0,37,0,6,,,NA,1.2,138.3,6151309
